【  央视频道  】,#genre#
CCTV7,http://110.72.78.171:808/hls/5/index.m3u8
CCTV7,http://110.72.83.62:808/hls/98/index.m3u8
CCTV7,http://27.16.188.107:4022/rtp/239.69.1.103:10256
CCTV7,http://117.30.115.27:8888/rtp/239.61.2.175:9038
CCTV7,http://27.11.54.168:8010/udp/225.0.4.127:7980
CCTV7,http://27.11.49.156:8010/udp/225.0.4.127:7980
CCTV7,http://61.150.11.116:4444/rtp/239.112.205.83:5140
CCTV7,http://125.120.147.105:8888/rtp/233.50.201.120:5140
CCTV7,http://119.165.164.253:1029/udp/239.253.254.233:8000
CCTV7,http://60.163.16.216:8888/rtp/233.50.201.120:5140
CCTV7,http://27.10.185.143:4022/udp/225.0.4.127:7980
CCTV7-军事,http://1.180.245.195:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV7-军农,http://61.141.202.118:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV7-军农,http://58.19.182.187:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV7-军农,http://124.128.73.58:9901/tsfile/live/0007_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV7-军农,http://222.92.7.170:3333/tsfile/live/0007_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8,http://110.72.75.189:808/hls/40/index.m3u8
CCTV8,http://112.114.137.134:888/hls/8/index.m3u8
CCTV8,http://182.126.117.20:808/hls/8/index.m3u8
CCTV8,http://125.88.8.114:9901/tsfile/live/0008_1.m3u8
CCTV8,http://171.8.245.48:808/hls/8/index.m3u8
CCTV8,http://112.6.117.141:9901/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8,http://123.54.170.154:808/hls/8/index.m3u8
CCTV8,http://112.46.85.60:8002/hls/8/index.m3u8
CCTV8,http://115.204.73.138:8888/rtp/233.50.201.199:5140
CCTV8,http://183.148.60.100:4022/rtp/233.50.201.199:5140
CCTV8,http://27.16.188.107:4022/rtp/239.69.1.125:10388
CCTV8,http://27.11.54.168:8010/udp/225.0.4.137:7980
CCTV8,http://117.30.115.27:8888/rtp/239.61.3.37:9740
CCTV8,http://125.120.147.105:8888/rtp/233.50.201.199:5140
CCTV8,http://27.11.49.156:8010/udp/225.0.4.137:7980
CCTV8-电视剧,http://58.19.182.187:9901/tsfile/live/0008_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV8-电视剧,http://61.141.202.118:9901/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0
CCTV8-电视剧,http://222.92.7.170:3333/tsfile/live/0008_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8纪录,http://112.6.117.141:9901/tsfile/live/0009_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV8超清,http://116.5.239.220:8000/udp/239.77.0.181:5146
CCTV8超清,http://219.128.40.214:8888/udp/239.77.0.181:5146
CCTV8超清,http://14.216.233.242:8888/udp/239.77.0.181:5146
CCTV8超清,http://113.65.7.195:8888/udp/239.77.0.181:5146
CCTV8超清,http://113.111.17.115:8888/udp/239.77.0.181:5146
CCTV8超清,http://113.74.172.130:4000/udp/239.77.0.181:5146
CCTV8超清,http://113.71.149.149:5555/udp/239.77.0.181:5146
